flight_id,flight_number,aircraft_type,origin_airport,origin_city,origin_lat,origin_lon,destination_airport,destination_city,destination_lat,destination_lon,flight_date,seats_total,seats_sold,fare_avg,ingreso_vuelo,delay_minutes,delay_cause,status,is_cancelled
F709020,AC6829,Airbus A320,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,2023-06-12,180,151,91.77,13857.27,37,Tecnica,Cancelado,True
F709021,AC9923,Airbus A320,LIS,Lisboa,38.7813,-9.1359,NAP,Napoles,40.8860,14.2908,2025-07-20,180,169,139.13,23512.97,3,Sin retraso,Completado,False
F709022,AC2646,Airbus A321,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,20/01/2023,220,152,63.25,9614.00,29,Trafico Aereo,Completado,False
F709023,AC9286,Airbus A320,MAD,Madrid,40.4983,-3.5676,ORY,Paris,48.7233,2.3794,11-2-24,180,155,90.86,14083.30,119,Operativa,Completado,False
F709024,AC7114,Airbus A321,MAD,Madrid,40.4983,-3.5676,LIS,Lisboa,38.7813,-9.1359,2024-06-19,220,186,154.70,28774.20,0,Sin retraso,Completado,False
F709025,AC3452,Airbus A321,BCN,Barcelona,41.2974,2.0833,MUC,Munich,48.3538,11.7861,27/04/2024,220,156,128.51,20047.56,4,Sin retraso,Completado,True
F709026,AC6105,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,2025-05-17,220,193,50.62,9769.66,5,Sin retraso,Completado,False
F709027,AC3558,Airbus A320,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,19/07/2025,180,115,54.43,6259.45,3,Sin retraso,Completado,False
F709028,AC3248,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NAP,Napoles,40.8860,14.2908,22/08/2024,220,204,50.25,10251.00,7,Sin retraso,Completado,False
F709029,AC5615,Airbus A321,LIS,Lisboa,38.7813,-9.1359,FCO,Roma,41.8003,12.2389,22/04/2024,220,138,37.81,5217.78,8,Sin retraso,Completado,False
F709030,AC4035,Airbus A321,BCN,Barcelona,41.2974,2.0833,NAP,Napoles,40.8860,14.2908,2024-02-06,220,196,127.80,25048.80,4,Sin retraso,Completado,False
F709031,AC6535,,MAD,Madrid,40.4983,-3.5676,AGP,Malaga,36.6749,-4.4991,2025-06-03,180,167,162.18,27084.06,3,Sin retraso,Completado,False
F709032,AC9434,Airbus A320,LIS,Lisboa,38.7813,-9.1359,NCE,Niza,43.6584,7.2159,2024-07-06,180,168,173.84,29205.12,10,Sin retraso,Completado,False
F709033,AC2047,Airbus A321,LIS,LISBOA,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,2025-07-21,220,189,65.01,12286.89,26,Operativa,Completado,False
F709034,AC9485,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,23/06/2024,220,142,77.90,11061.80,9,Sin retraso,Completado,False
F709035,AC9658,Airbus A320,MAD,Madrid,40.4983,-3.5676,MUC,Munich,48.3538,11.7861,4-17-24,180,142,110.67,15715.14,17,Meteorologia,Desviado,False
F709036,AC2026,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LGW,Londres,51.1537,-0.1821,2025-07-28,180,173,123.73,21405.29,9,Sin retraso,Completado,False
F709037,AC3623,Airbus A321,BCN,Barcelona,41.2974,2.0833,NAP,Napoles,40.8860,14.2908,2024-01-28,220,147,133.52,19627.44,9,Sin retraso,Completado,False
F709038,AC9411,Airbus A320,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,2024-02-13,180,160,83.43,13348.80,22,Meteorologia,Completado,False
F709039,AC5694,Airbus A321,BCN,BARCELONA,41.2974,2.0833,NCE,Niza,43.6584,7.2159,27/07/2023,220,154,117.34,18070.36,74,Trafico Aereo,Completado,False
F709040,AC9154,Airbus A321,MAD,Madrid,40.4983,-3.5676,LGW,Londres,51.1537,-0.1821,28/10/2023,220,185,50.77,9392.45,22,Operativa,Completado,True
F709041,AC8608,Airbus A320,MAD,Madrid,40.4983,-3.5676,LGW,Londres,51.1537,-0.1821,2023-09-17,180,141,94.54,13330.14,8,Sin retraso,Completado,False
F709042,AC5965,Airbus A321,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,2025-09-21,220,132,110.39,14571.48,8,Sin retraso,Desviado,False
F709043,AC8048,Airbus A320,BCN,Barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,01/12/2024,180,139,35.03,4869.17,5,Sin retraso,Completado,False
F709044,AC5857,,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,2024-02-12,220,188,134.96,25372.48,27,Meteorologia,Completado,False
F709045,AC7847,Airbus A320,BCN,Barcelona,41.2974,2.0833,MUC,Munich,48.3538,11.7861,2025-07-12,180,150,46.34,6951.00,8,Sin retraso,Completado,False
F709046,AC2133,Airbus A320,BCN,Barcelona,41.2974,2.0833,SVQ,Sevilla,37.4180,-5.8931,2024-08-29,180,139,144.94,20146.66,24,Meteorologia,Completado,False
F709047,AC5920,Airbus A320,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,14/04/2025,180,114,100.48,11454.72,8,Sin retraso,Completado,False
F709048,AC7828,Airbus A321,MAD,Madrid,40.4983,-3.5676,BER,Berlin,52.3667,13.5033,2023-05-15,220,208,162.84,33870.72,7,Sin retraso,Cancelado,True
F709049,AC1058,Airbus A320,LIS,Lisboa,38.7813,-9.1359,NCE,Niza,43.6584,7.2159,2023-08-04,180,166,131.94,21902.04,3,Sin retraso,Completado,False
F709050,AC5819,Airbus A321,BCN,Barcelona,41.2974,2.0833,SVQ,Sevilla,37.4180,-5.8931,2025-02-14,220,213,164.32,35000.16,15,Tecnica,Completado,False
F709051,AC6451,Airbus A320,MAD,Madrid,40.4983,-3.5676,FCO,Roma,41.8003,12.2389,2025-05-05,180,175,82.85,14498.75,25,Meteorologia,Completado,False
F709052,AC5817,Airbus A320,BCN,Barcelona,41.2974,2.0833,ORY,Paris,48.7233,2.3794,9-28-23,180,103,169.82,17491.46,23,ATC,Completado,False
F709053,AC9930,Airbus A320,BCN,barcelona,41.2974,2.0833,MXP,Milan,45.6306,8.7281,2025-02-07,180,104,155.76,16199.04,26,Trafico Aereo,Completado,False
F709054,AC1173,Airbus A320,LIS,Lisboa,38.7813,-9.1359,FCO,Roma,41.8003,12.2389,11/08/2025,180,103,131.09,13502.27,3,Sin retraso,Cancelado,True
F709055,AC1603,,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,2023-09-24,220,146,77.99,11386.54,20,Tecnica,Completado,False
F709056,AC8340,Airbus A321,LIS,Lisbon,38.7813,-9.1359,LGW,Londres,51.1537,-0.1821,05/04/2024,220,165,169.66,27993.90,18,TRAFICO AEREO,Completado,False
F709057,AC4416,Airbus A321,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,2024-02-06,220,190,134.92,25634.80,27,METEOROLOGIA,Completado,False
F709058,AC8581,Airbus A321,MAD,Madrid,40.4983,-3.5676,LGW,Londres,51.1537,-0.1821,06/06/2025,220,135,75.61,10207.35,16,Trafico Aereo,Completado,False
F709059,AC6331,Airbus A321,LIS,Lisboa,38.7813,-9.1359,SVQ,Sevilla,37.4180,-5.8931,03/10/2023,220,193,113.70,21944.10,9,Sin retraso,Completado,False
F709060,AC3742,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NAP,Napoles,40.8860,14.2908,25/03/2024,220,194,87.70,17013.80,8,Sin retraso,Completado,False
F709061,AC8618,Airbus A321,MAD,Madrid,40.4983,-3.5676,AGP,MALAGA,36.6749,-4.4991,2024-10-23,220,211,66.47,14025.17,29,Operativa,Completado,False
F709062,AC4237,Airbus A320,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,2025-05-26,180,116,178.29,20681.64,63,Meteorologia,Completado,False
F709063,AC8169,Airbus A321,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,2025-07-24,220,207,126.18,26119.26,1,Sin retraso,Completado,False
F709064,AC3649,Airbus A321,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,22/04/2023,220,160,150.77,24123.20,27,Tecnica,Completado,False
F709065,AC1360,,LIS,LISBOA,38.7813,-9.1359,LGW,LONDRES,51.1537,-0.1821,18/01/2025,220,211,43.25,9125.75,144,Operativa,Completado,False
F709066,AC9817,Airbus A320,MAD,Madrid,40.4983,-3.5676,LIS,Lisboa,38.7813,-9.1359,2023-12-03,180,152,157.44,23930.88,7,Sin retraso,Completado,False
F709067,AC7124,,MAD,Madrid,40.4983,-3.5676,MXP,Milan,45.6306,8.7281,2023-04-01,180,104,135.15,14055.60,13,Sin retraso,Completado,False
F709068,AC7555,Airbus A321,LIS,lisboa,38.7813,-9.1359,OPO,Oporto,41.2481,-8.6814,2023-08-11,220,164,131.97,21643.08,16,Trafico Aereo,Completado,False
F709069,AC5080,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LGW,Londres,51.1537,-0.1821,2025-04-03,180,157,152.86,23999.02,20,ATC,Cancelado,True
F709070,AC8227,Airbus A321,BCN,barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,21/06/2023,220,209,140.65,29395.85,9,Sin retraso,Completado,False
F709071,AC1278,Airbus A321,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,2025-09-05,220,135,61.51,8303.85,3,Sin retraso,Completado,False
F709072,AC4619,Airbus A321,MAD,Madrid,40.4983,-3.5676,NAP,napoles,40.8860,14.2908,5-10-25,220,204,49.48,10093.92,39,Operativa,Completado,False
F709073,AC4084,Airbus A320,BCN,Barcelona,41.2974,2.0833,ORY,Paris,48.7233,2.3794,2024-06-08,180,140,179.80,25172.00,25,Meteorologia,Cancelado,True
F709074,AC9080,Airbus A320,BCN,Barcelona,41.2974,2.0833,NAP,Napoles,40.8860,14.2908,12/06/2024,180,121,71.14,8607.94,12,Sin retraso,Completado,True
F709075,AC9535,,MAD,Madrid,40.4983,-3.5676,AGP,Malaga,36.6749,-4.4991,2023-11-20,220,145,145.78,21138.10,8,Sin retraso,Completado,False
F709076,AC9516,Airbus A321,MAD,Madrid,40.4983,-3.5676,BER,Berlin,52.3667,13.5033,2025-05-15,220,207,46.92,9712.44,11,Sin retraso,Completado,False
F709077,AC6733,Airbus A320,LIS,LISBOA,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,2025-05-06,180,123,131.57,16183.11,14,Sin retraso,Completado,False
F709078,AC7215,Airbus A321,BCN,Barcelona,41.2974,2.0833,MUC,Munich,48.3538,11.7861,2023-06-27,220,178,102.15,18182.70,0,Sin retraso,Completado,False
F709079,AC3202,Airbus A320,MAD,Madrid,40.4983,-3.5676,FCO,Rome,41.8003,12.2389,25/08/2023,180,167,69.55,11614.85,7,Sin retraso,Completado,False
F709080,AC9088,Airbus A320,MAD,Madrid,40.4983,-3.5676,AGP,Malaga,36.6749,-4.4991,09/05/2025,180,142,137.71,19554.82,44,Tecnica,Completado,False
F709081,AC6640,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,2023-08-16,180,157,99.50,234322.50,24,Tecnica,Completado,False
F709082,AC4365,Airbus A321,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,09/04/2025,220,179,74.45,13326.55,6,Sin retraso,Completado,False
F709083,AC7772,Airbus A320,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,2025-07-05,180,174,91.17,15863.58,6,Sin retraso,Desviado,False
F709084,AC1494,Airbus A320,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,2023-08-23,180,107,102.44,10961.08,6,Sin retraso,Completado,False
F709085,AC3553,Airbus A321,MAD,Madrid,40.4983,-3.5676,MXP,Milan,45.6306,8.7281,2023-05-16,220,139,130.67,18163.13,5,Sin retraso,Completado,False
F709086,AC1740,,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,12/11/2023,180,114,116.75,13309.50,8,Sin retraso,Completado,False
F709087,AC9422,Airbus A321,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,16/12/2024,220,179,141.18,25271.22,9,Sin retraso,Completado,False
F709088,AC2971,Airbus A320,MAD,Madrid,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,2023-04-11,180,103,38.10,3924.30,7,Sin retraso,Completado,False
F709089,AC8700,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,2024-01-21,220,155,136.07,21090.85,84,Trafico Aereo,Completado,False
F709090,AC8578,Airbus A321,BCN,Barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,2024-09-14,220,145,58.57,8492.65,6,Sin retraso,Completado,False
F709091,AC9193,Airbus A320,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,2023-08-01,180,140,78.82,8496.01,1,Sin retraso,Completado,False
F709092,AC8975,Airbus A320,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,2024-08-11,180,105,53.22,5588.10,61,Weather,Completado,False
F709093,AC4703,Airbus A320,MAD,Madrid,40.4983,-3.5676,LGW,Londres,51.1537,-0.1821,2023-07-23,180,147,144.55,21248.85,16,Meteorologia,Completado,False
F709094,AC4495,Airbus A320,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,2023-08-17,180,132,99.00,13068.00,23,Trafico Aereo,Completado,False
F709095,AC7501,Airbus A320,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,2025-06-08,180,105,112.49,11811.45,64,Trafico Aereo,Completado,False
F709096,AC5153,Airbus A321,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,2024-02-24,220,136,135.83,18472.88,3,Sin retraso,Completado,False
F709097,AC5252,Airbus A321,LIS,Lisboa,38.7813,-9.1359,SVQ,Sevilla,37.4180,-5.8931,05/10/2023,220,123,60.34,7421.82,4,Sin retraso,Completado,False
F709098,AC6797,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MAD,Madrid,40.4983,-3.5676,2023-06-10,220,196,62.31,12212.76,29,Meteorologia,Cancelado,True
F709099,AC1847,Airbus A321,BCN,Barcelona,41.2974,2.0833,NAP,Napoles,40.8860,14.2908,15/12/2024,220,133,155.97,19793.36,4,Sin retraso,Cancelado,True
F709100,AC5897,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NCE,Niza,43.6584,7.2159,2024-09-07,220,140,114.75,16065.00,27,Trafico Aereo,Completado,False
F709101,AC2345,Airbus A320,LIS,Lisboa,38.7813,-9.1359,FCO,Roma,41.8003,12.2389,21/10/2024,180,100,114.74,11474.00,1,Sin retraso,Completado,False
F709102,AC8603,Airbus A320,LIS,Lisboa,38.7813,-9.1359,SVQ,Sevilla,37.4180,-5.8931,2025-02-01,180,147,35.97,5287.59,26,Tecnica,Completado,False
F709103,AC2808,,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,2024-10-17,180,155,157.66,24437.30,16,Trafico Aereo,Completado,False
F709104,AC8285,Airbus A320,MAD,Madrid,40.4983,-3.5676,LGW,London,51.1537,-0.1821,26/05/2024,180,117,128.38,15020.46,7,Sin retraso,Completado,False
F709105,AC1959,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MAD,Madrid,40.4983,-3.5676,2025-09-13,180,118,88.61,10455.98,3,Sin retraso,Completado,False
F709106,AC3984,Airbus A320,LIS,Lisbon,38.7813,-9.1359,NCE,Nice,43.6584,7.2159,2023-04-12,180,159,139.56,22190.04,0,Sin retraso,Completado,False
F709107,AC2984,Airbus A321,MAD,Madrid,40.4983,-3.5676,MUC,Munich,48.3538,11.7861,2024-01-01,220,187,116.19,21727.53,9,Sin retraso,Completado,False
F709108,AC9482,Airbus A320,LIS,Lisboa,38.7813,-9.1359,OPO,Oporto,41.2481,-8.6814,28/02/2024,180,141,67.69,9544.29,7,Sin retraso,Completado,False
F709109,AC5001,Airbus A320,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,2023-07-17,180,169,70.04,11836.76,15,Tecnica,Cancelado,True
F709110,AC2929,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,2023-12-14,220,198,107.63,21310.74,9,Sin retraso,Completado,False
F709111,AC3088,Airbus A321,MAD,Madrid,40.4983,-3.5676,SVQ,Sevilla,37.4180,-5.8931,2024-07-21,220,163,83.20,13561.60,16,Operativa,Completado,False
F709112,AC9944,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NAP,NAPOLES,40.8860,14.2908,2023-10-28,220,189,134.65,25448.85,0,Sin retraso,Completado,False
F709113,AC1232,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MAD,Madrid,40.4983,-3.5676,2024-02-19,220,127,102.72,13045.44,7,Sin retraso,Completado,False
F709114,AC7158,Airbus A320,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,2025-04-26,180,165,70.49,11630.85,0,Sin retraso,Completado,False
F709115,AC4251,Airbus A321,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,2023-04-01,220,162,54.28,8793.36,15,Trafico Aereo,Completado,False
F709116,AC6943,Airbus A321,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,2024-01-19,220,188,111.61,20982.68,60,Meteorologia,Completado,False
F709117,AC2841,Airbus A321,BCN,Barcelona,41.2974,2.0833,NAP,napoles,40.8860,14.2908,2025-08-15,220,156,134.37,22222.87,3,Sin retraso,Completado,False
F709118,AC3061,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NCE,Niza,43.6584,7.2159,06/04/2023,220,126,101.10,12738.60,12,Sin retraso,Completado,False
F709119,AC6024,,LIS,Lisboa,38.7813,-9.1359,PMI,Palma,39.5517,2.7388,7-31-25,180,129,136.72,17636.88,8,Sin retraso,Desviado,False
F709120,AC1879,Airbus A320,LIS,Lisboa,38.7813,-9.1359,FCO,Rome,41.8003,12.2389,2024-04-17,180,171,95.27,16291.17,0,Sin retraso,Completado,False
F709121,AC5707,Airbus A321,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,2023-12-24,220,197,124.83,24591.51,11,Sin retraso,Completado,False
F709122,AC2882,Airbus A321,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,2025-03-31,220,200,56.72,11344.00,60,tecnica,Completado,False
F709123,AC8563,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MAD,Madrid,40.4983,-3.5676,2024-01-28,180,134,98.66,13220.44,7,Sin retraso,Completado,False
F709124,AC7487,Airbus A321,MAD,Madrid,40.4983,-3.5676,LIS,Lisboa,38.7813,-9.1359,2023-09-28,220,200,105.15,21030.00,9,Sin retraso,Completado,False
F709125,AC3089,Airbus A321,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,2023-10-16,220,122,67.55,8241.10,13,Sin retraso,Completado,False
F709126,AC2690,Airbus A321,MAD,madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,2025-09-04,220,180,113.01,20341.80,7,Sin retraso,Cancelado,True
F709127,AC3241,Airbus A320,LIS,lisboa,38.7813,-9.1359,OPO,Oporto,41.2481,-8.6814,06/09/2025,180,131,79.96,10474.76,11,Sin retraso,Completado,False
F709128,AC4632,Airbus A321,MAD,Madrid,40.4983,-3.5676,PMI,palma,39.5517,2.7388,6-15-25,220,182,152.52,27758.64,8,Sin retraso,Completado,False
F709129,AC8852,Airbus A320,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,12/09/2025,180,148,157.59,23323.32,22,Technical,Completado,False
F709130,AC7519,Airbus A320,BCN,Barcelona,41.2974,2.0833,OPO,Oporto,41.2481,-8.6814,2023-06-22,180,137,71.96,9858.52,12,Sin retraso,Completado,False
F709131,AC6423,Airbus A321,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,09/04/2024,220,144,89.84,12936.96,12,Sin retraso,Completado,False
F709132,AC4115,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,05/03/2025,180,121,132.59,16043.39,14,Sin retraso,Completado,False
F709133,AC4968,Airbus A321,BCN,Barcelona,41.2974,2.0833,MUC,Munich,48.3538,11.7861,2023-05-01,220,202,35.22,7114.44,23,Operativa,Completado,False
F709134,AC1156,Airbus A321,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,2023-06-26,220,157,84.58,13279.06,175,Operativa,Completado,False
F709135,AC8386,,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,4-17-24,180,145,172.20,24969.00,9,Sin retraso,Completado,False
F709136,AC3675,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,2024-09-18,180,171,158.96,27182.16,26,TRAFICO AEREO,Completado,False
F709137,AC4962,Airbus A321,BCN,Barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,13/03/2025,220,192,97.65,18748.80,5,Sin retraso,Completado,False
F709138,AC9155,Airbus A321,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,2023-07-27,220,154,169.41,26089.14,24,Tecnica,Completado,False
F709139,AC9566,Airbus A321,BCN,BARCELONA,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,11/04/2024,220,203,177.95,36123.85,73,Trafico Aereo,Completado,False
F709140,AC3847,Airbus A320,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,11-7-24,180,141,146.27,20624.07,12,Sin retraso,Completado,False
F709141,AC1533,Airbus A320,LIS,Lisboa,38.7813,-9.1359,SVQ,Sevilla,37.4180,-5.8931,2024-09-17,180,152,172.98,26292.96,9,Sin retraso,Completado,False
F709142,AC8019,Airbus A320,LIS,Lisboa,38.7813,-9.1359,NCE,Niza,43.6584,7.2159,2023-08-08,180,144,147.57,21250.08,34,Meteorologia,Cancelado,True
F709143,AC1570,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,26/09/2023,180,160,124.74,19958.40,4,Sin retraso,Completado,False
F709144,AC1310,Airbus A320,BCN,Barcelona,41.2974,2.0833,SVQ,Sevilla,37.4180,-5.8931,2024-03-28,180,132,107.08,14134.56,27,Operativa,Completado,False
F709145,AC9435,Airbus A321,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,12/12/2023,220,176,99.02,17427.52,15,Meteorologia,Completado,False
F709146,AC4521,Airbus A320,MAD,Madrid,40.4983,-3.5676,LGW,Londres,51.1537,-0.1821,14/11/2023,180,156,146.24,22813.44,4,Sin retraso,Completado,False
F709147,AC9262,Airbus A321,MAD,Madrid,40.4983,-3.5676,SVQ,Sevilla,37.4180,-5.8931,2024-10-11,220,178,147.32,29744.32,16,Meteorologia,Completado,False
F709148,AC1246,Airbus A321,MAD,Madrid,40.4983,-3.5676,BCN,Barcelona,41.2974,2.0833,01/04/2025,220,171,136.96,23420.16,12,Sin retraso,Completado,False
F709149,AC5021,Airbus A321,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,2023-05-14,220,191,63.86,12197.26,0,Sin retraso,Completado,False
F709150,AC1600,Airbus A321,BCN,BARCELONA,41.2974,2.0833,BER,Berlin,52.3667,13.5033,2023-11-14,220,135,158.25,21363.75,8,Sin retraso,Completado,False
F709151,AC8812,Airbus A321,MAD,Madrid,40.4983,-3.5676,MXP,Milan,45.6306,8.7281,2023-12-15,220,195,91.76,17893.20,66,Operativa,Completado,False
F709152,AC7082,Airbus A321,BCN,BARCELONA,41.2974,2.0833,OPO,Oporto,41.2481,-8.6814,2024-07-19,220,173,178.54,30887.42,64,Operativa,Completado,False
F709153,AC9488,Airbus A321,BCN,barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,2023-04-10,220,139,57.87,8043.93,9,Sin retraso,Completado,False
F709154,AC4657,,BCN,Barcelona,41.2974,2.0833,ORY,Paris,48.7233,2.3794,2023-01-27,180,132,42.10,5557.20,6,Sin retraso,Completado,False
F709155,AC6414,Airbus A321,LIS,Lisboa,38.7813,-9.1359,OPO,Oporto,41.2481,-8.6814,2024-02-28,220,133,99.31,13208.23,3,Sin retraso,Cancelado,True
F709156,AC1779,Airbus A321,BCN,Barcelona,41.2974,2.0833,SVQ,sevilla,37.4180,-5.8931,24/05/2023,220,192,157.31,30203.52,9,Sin retraso,Completado,False
F709157,AC3881,Airbus A320,MAD,Madrid,40.4983,-3.5676,LYS,Lyon,45.7256,5.0811,2025-09-16,180,118,113.67,13413.06,2,Sin retraso,Completado,False
F709158,AC2842,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NCE,Niza,43.6584,7.2159,2023-03-27,220,141,98.71,13918.11,10,Sin retraso,Completado,False
F709159,AC9326,Airbus A321,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,2024-10-28,220,162,109.23,17695.26,4,Sin retraso,Completado,False
F709160,AC2710,Airbus A320,BCN,Barcelona,41.2974,2.0833,OPO,Oporto,41.2481,-8.6814,2025-09-27,180,127,76.03,9655.81,3,Sin retraso,Completado,False
F709161,AC9061,Airbus A321,MAD,Madrid,40.4983,-3.5676,SVQ,Sevilla,37.4180,-5.8931,12/05/2024,220,141,147.76,20834.16,13,Sin retraso,Completado,False
F709162,AC4209,Airbus A320,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,2024-03-27,180,161,52.58,8465.38,0,Sin retraso,Completado,False
F709163,AC5912,Airbus A320,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,15/04/2023,180,150,124.83,18724.50,75,Meteorologia,Completado,False
F709164,AC8919,Airbus A320,MAD,Madrid,40.4983,-3.5676,FCO,Roma,41.8003,12.2389,2024-12-05,180,104,178.22,18534.88,26,Operativa,Completado,False
F709165,AC7394,Airbus A321,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,2023-11-14,220,189,131.55,24862.95,29,Trafico Aereo,Completado,False
F709166,AC4384,,MAD,MADRID,40.4983,-3.5676,MXP,Milan,45.6306,8.7281,2023-08-27,220,182,84.31,15344.42,16,Operativa,Completado,False
F709167,AC2274,Airbus A320,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,2025-05-10,180,153,83.49,12773.97,7,Sin retraso,Completado,False
F709168,AC3596,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LGW,Londres,51.1537,-0.1821,2025-09-22,180,113,151.60,17130.80,1,Sin retraso,Completado,False
F709169,AC9747,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,22/08/2025,180,148,81.27,12027.96,1,Sin retraso,Desviado,False
F709170,AC1399,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MAD,Madrid,40.4983,-3.5676,2025-06-02,220,137,97.78,13395.86,6,Sin retraso,Completado,True
F709171,AC3664,Airbus A321,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,2025-06-21,220,128,64.12,8207.36,8,Sin retraso,Completado,False
F709172,AC1456,Airbus A320,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,23/06/2025,180,155,153.02,23718.10,1,Sin retraso,Completado,False
F709173,AC2650,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,2025-09-01,180,103,43.08,4437.24,2,Sin retraso,Completado,False
